"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"12443924Q0001","Land Between the Lakes Pest Control Service","Pest Control FY24 Base Year plus 4 option years. This includes both interior and exterior pest control applications. For the purposes of the Performance Work Statement (PWS), the United States Department ofAgriculture (USDA) Forest Service (FS) Land Between the Lakes (LBL) National Recreation Area(NRA) shall be referred to as either LBL or the Government. The Offeror(s) for work covered by thisPWS shall be referred to as the Contractor. All work shall be performed in compliance with all appropriate local, State, and Federal rules, regulations, codes, laws, the Forest Service Handbook (FSH), and the Forest Plan (FP). The Contractor shall at all times observe and comply with those laws and regulations in effect at contract award, as well as new legislation and amendments that become effective during the term of this contract. The Contractor shall follow all manufacturers’ and regulatory guidelines in the application of pest control services. The Contractor shall meet the licensing requirements of the States of Kentucky and Tennessee to provide pest control in the categories specified in this contract. All pesticide applicators shall meet the licensing and certification requirements for the respective state portion of LBL on which they are applying product. The Contractor shall provide proof of certification and licensing prior to award. Proof of certification from any state shall be provided with the proposal.","Nov 15, 2023 11:59 PM EST","Oct 26, 2023","Oct 26, 2023","Solicitation","Derick Yara","Active","N/A","N/A","N/A","Exterminating and Pest Control Services","HOUSEKEEPING- INSECT/RODENT CONTROL","N/A","N/A"
"DavisCounty","Bloomfield IA - Lease Extension","Lease extension awarded (term of extension = 10/31/2023-10/31/2028) - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","MC HOLDINGS LLC UEI: FUYELQ2UKKY9 7030 IA USA","DavisCounty","Aug 13, 2023","N/A","N/A","N/A","N/A"
"HenryCounty","Cambridge IL - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","AMERY RENTALS, LLC UEI: GSAXQTMLBR46 IL USA","HenryCounty","Aug 13, 2023","N/A","N/A","N/A","N/A"
"72052224F00001","Public Effectiveness and Localization Task Order 1 (TO1)","The Public Effectiveness and Localization Task Order One (TO1) and is included in the Strengthening Democratic Governance (SDG) Single-Award Indefinite Delivery/Indefinite Quantity (IDIQ) Contract. The purpose of the Public Effectiveness and Localization TO1 (hereinafter referred to as the “Activity” or “TO1”) is twofold: 1) Improve the effective governance capacity, transparency, accountability and citizen-responsiveness of Government of Honduras (GOH) institutions under Objective One and Two of the SDG IDIQ contract, which are aimed at building the systemic accountability and responsiveness of the GOH to citizens in order to  increase trust and incentivize Hondurans to remain in their country and participate in their democracy; and 2) Provide localization, learning, adapting, monitoring and information support services to implement activities for all task orders and objectives of the SDG IDIQ.","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","WSP USA SOLUTIONS INC 50000 DC USA","72052224D00001","Oct 26, 2023","N/A","N/A","N/A","N/A"
"PutnamCounty","Eatonton GA - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","SPS OGLETHORPE LLC UEI: D5JZYNCVHBG5 20932 GA USA","PutnamCounty","Aug 13, 2023","N/A","N/A","N/A","N/A"
"57-05135-23-FA-A","U.S. Department of Agriculture Seeks to Lease Office and Related Space in Ash Flat, AR","Please review and complete the attached RLP by the specified due date and time. The RLP deadline has been extended to 11/9/2023. The Primary contact has changed to Jessica Kata.","Nov 09, 2023 05:00 PM CST","Oct 26, 2023","Oct 26, 2023","Solicitation","Jessica Kata | Caden Fox","Active","N/A","N/A","N/A","Lessors of Nonresidential Buildings (except Miniwarehouses)","LEASE/RENTAL OF OFFICE BUILDINGS","N/A","N/A"
"McDuffieCounty","Thomson GA - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","KNOX FOUNDATION UEI: TD98T1CWQ5C5 76280 GA USA","McDuffieCounty","Aug 12, 2023","N/A","N/A","N/A","N/A"
"DeltaCounty","Gladstone MI - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","HOWES DANIEL J UEI: EPQKWNCAL5L5 32300 MI USA","DeltaCounty","Aug 10, 2023","N/A","N/A","N/A","N/A"
"AOCSSB23R0085","Capitol Power Plant (CPP) Predictive Maintenance Service"," The Architect of the Capitol (AOC), Supplies, Services, and Material Management Division (SSMMD) is issuing Request for Proposals (RFP) # AOCSSB23R0085 for the Capitol Power Plant (CPP) Predictive Maintenance Services contract. It is anticipated that this RFP will result in a Firm Fixed Price (FFP) contract to a responsible Offeror actively registered in the System for Award Management (SAM) and whose proposal provides the overall best value to the AOC in accordance with the requirements set forth by this solicitation and the Statement of Work (SOW). This solicitation will use the procedures in AOC Contracting Manual § 9.1 Negotiated Acquisitions. The AOC Contracting Manual can be found here: https://www.aoc.gov/sites/default/files/2023-01/AOC-Order-34-1_Contracting-Manual-2022.pdf. The North American Industry Classification System (NAICS) codes for this requirement is 811310 – Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance. The Product Service Code (PSC) is J036 – Maintenance, Repair and Rebuilding of Equipment: Special Industry Machinery. The contract period of performance will be 1 base year and 4 one-year options, for a total of five years from the date of award if all options are exercised. FAR 52.217-8 shall be included. The List of Attachments is in Section J of Standard Form 33 (SF33). Site Visit: The AOC will host a site visit on Tuesday, November 7, 2023, from 10:00 am to 12:00 pm Eastern Time (ET) at Capitol Power Plant (CPP) located at 25 E St SE, Washington, DC 20003. Participants may enter the facility starting at 9:30 am. Note: only participants who reserve will be allowed to attend due to clearing with the Capitol Police at the gate. Participants attending the site visit are requested to gather outside at the entrance to the Capitol Power Plant Administration Building. The AOC staff will escort participants to the site visit space by 9:45 am sharp. Each participant will need to have valid identification (i.e., driver’s license) on their person the day of the site visit in order to participate. There is no public parking at the Capitol Power Plant. Therefore, it is imperative that participants properly plan their travel to be on time for the site visit. The AOC will not host another site visit prior to the award. Attendance on the site visit is not mandatory to submit an offeror or to be eligible for an award, however, attendance is highly recommended. To attend the site visit, the offeror shall register with the Contracting Officer, Donald Fuqua, via email at Donald.Fuqua@aoc.gov no later than Friday, November 3, 2023, at 12:00 pm EST. There is a maximum of three (3) individuals per company to include any partnering. Registration requires the following information to be submitted: • Name of Company • Number of Attendees • Name of Individual(s) attending. • Title of person(s) attending (President, CEO, CFO, ETC.)                                • Email Address(es) of person(s) attending • Valid copy of the attendee(s) identification (i.e., driver license) – Note: Copies must be legible • Company Physical Address • Cell Phone Number of at least one individual attending (In case of changes the morning of site visit) Questions will be permitted during the site visit; however, all government responses during the visit are unofficial. For an official response, the offeror shall provide a written question by the question due date. In addition, no photography will be permitted. • Valid copy of the attendee(s) identification (i.e., driver license) – Note: Copies must be legible • Company Physical Address • Cell Phone Number of at least one individual attending (In case of changes the morning of site visit) Questions will be permitted during the site visit; however, all government responses during the visit are unofficial. For an official response, the offeror shall provide a written question by the question due date. In addition, no photography will be permitted. Due to being the flu season as to being within close quarters while in the conference area. It is requested that all attendees be in masks.","Nov 21, 2023 12:00 PM EST","Oct 26, 2023","Oct 26, 2023","Solicitation","Donald Fuqua","Active","N/A","N/A","N/A","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ","MAINT-REP OF SP INDUSTRY MACHINERY","N/A","N/A"
"MadisonCounty","Richmond KY - Lease Extension","Lease extension awarded (lease term = 12/17/2023-11/30/2028) - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","1024 IVAL JAMES LLC UEI: GEVUKMFCB2D8 65226 KY USA","MadisonCounty","Aug 10, 2023","N/A","N/A","N/A","N/A"
"12805B24Q0013","Soybean Hulls","This is a combined synopsis/solicitation for commercial item with commercial services prepared in accordance with the format in FAR subpart 12.06 and FAR Part 13, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The solicitation number is 12805B23Q0013 and is issued as a request for quotation (RFQ). This solicitation document incorporates those provisions and clauses in effect through Federal Acquisition Circular 2023-01. The associated NAICS Code is 311224 and the Small Business Size Standard is 1250 Employees. This is a Small Business Set Aside. The USDA, Agricultural Research Service, Plains Area, located at Clay Center, NE requires Supply and deliver Soybean Hulls (350 tons). The Government intends to award a firm fixed price purchase order. The requirements are further detail in the attached Requirements Document. The DELIVERY ADDRESS is: USMARC C/O Danny Trausch 844 Road 313 Clay Center, NE  68933 DOCUMENTS TO BE INCLUDED IN QUOTE:  In order to be considered for award, Offerors shall respond by: Addressing all of the requirements of the RFQ. Have an Active SAM.gov registration and complete the Representations in FAR 52.204-24; the Representation and Certification section should also be completed electronically in the System for Award Management (SAM) at www.sam.gov. Any amendment and documents related to this procurement will be available electronically at the Government Point of Entry (sam.gov). FAR clauses 52.212-1, 52.212-2, 52.212-3, 52.212-4 and 52.212-5 (and any addenda to those clauses) are included in the attached clauses and provisions document.  Additionally, other contract requirements and terms/conditions can be located in the same document. The Government anticipates award of a contract resulting from this solicitation to the responsible offeror whose quote conforms to the specifications that will be the most advantageous to the Government in accordance with FAR 13.106-2 considering three major areas: technical acceptance, past performance and price.  Quotes will be evaluated by performing a comparative evaluation in accordance with FAR 13.106-2(b)(3) to determine which quote represents the best as a whole.  The Government has the discretion to accept other than the lowest priced quote that provides additional benefits. All sources wishing to quote shall furnish a quotation: by 5:00 p.m. Eastern Time, on or before November 10, 2023. Offers shall submit required documents via email ONLY to laura.nessa@usda.gov INSTRUCTIONS FOR THE PREPARATION OF OFFERS (FAR 52.212-1 Addendum) This procurement is a Solicitations competed in accordance with FAR Part 13. Solicitation documentation and any issued amendments will be distributed via Public Display. No hard copy solicitation materials are available. Offerors shall provide all required information referenced in this section. Failure to provide all requested information may result in the proposal not being considered for further evaluation. OFFER SUBMISSION DOCUMENTS One (1) original fully completed page 1 of this solicitation and emailed to laura.nessa@usda.gov. Transmittal Summary Letter. A summary cover letter to the submission should provide at a minimum the following -Identification of the Point of Contact, current phone number, and email address, SAM UEI Number, CAGE Code, Tax Identification Number, and a list of the submission package contents.  Contractor Quote pricing document. Document shall provide detailed pricing breakout in accordance with the CLIN structure and items requested. Contractor shall proof documentation that they are an authorized dealer, manufacturer, or reseller of these parts. FAR 52.212-2 – Evaluation -- Commercial Products and Commercial Services. (Nov 2021) The Government will award a contract resulting from this solicitation to the responsible offeror whose offer conforming to the solicitation will be most advantageous to the Government, price and other factors considered. The following factors shall be used to evaluate offers: Lowest Priced Technically Acceptable. Options. The Government will evaluate offers for award purposes by adding the total price for all options to the total price for the basic requirement. The Government may determine that an offer is unacceptable if the option prices are significantly unbalanced. Evaluation of options shall not obligate the Government to exercise the option(s). A written notice of award or acceptance of an offer, mailed or otherwise furnished to the successful offeror within the time for acceptance specified in the offer, shall result in a binding contract without further action by either party. Before the offer’s specified expiration time, the Government may accept an offer (or part of an offer), whether there are negotiations after its receipt, unless a written notice of withdrawal is received before award. Evaluation Methodology In accordance with FAR Part 13 the Government will award a firm fixed price contract resulting from this solicitation to the responsible Offeror whose offer conforming to the solicitation will be most advantageous to the Government, price and other factors considered. The following factors shall be used to evaluate offers: Lowest Price Technically Acceptable (LPTA), evaluation method. Technical Acceptability is defined as: Meeting all requirements as defined in the solicitation, to include submission of all quote submission documents referenced in Instructions for the Preparation of Offers (FAR 52.212-1 Addendum). Failure to submit ANY of the required document listed in “Offer Submission Documents (52.212-1 Addendum)” will render your quote non- responsive and thus not eligible for award. Failure to acknowledge any and all amendments will render your quote non-responsive and thus not eligible for award. The rating will be acceptable or Unacceptable. Authorized Vendors and Manufacturers. This requirement will ensure that devices are not counterfeit or adulterated devices, have maintained adequate storage conditions, and any warranties and service and/or maintenance agreements are transferred and will be honored by the offeror. Offerors that are 3rd party or pass through will not be accepted. The rating will be acceptable or Unacceptable. Acceptable rating in “Past Performance”. Past performance will be evaluated in accordance with FAR 13.106-2. Past Performance will be rated on an “acceptable” or “unacceptable” basis. The apparent successful, prospective contractor must have “acceptable” past performance. System for Award Management (SAM.gov) exclusions list, Federal Awardee Performance and Integrity Information System, and Contractor Performance Assessment Reporting System (CPARS) and CRA / SAM reports shall be considered as part of the past performance evaluation process. Any past performance that is found to be “Negative”, shall result in the entire Past Performance rating as “Unacceptable”. “Negative” is defined as any CPARS and CRA / SAM past performance evaluation rated less than “Satisfactory”, any Terminations for Default/Cause, or any negative performance references will be rated as ‘Unacceptable’. Note: In the case of an offeror without a record of relevant past performance or for whom information on past performance is not available or so sparse that no meaningful past performance rating can be reasonably assigned, the offeror may not be evaluated favorably or unfavorably on past performance. Therefore, the offeror shall be determined to have unknown past performance. In the context of acceptability/unacceptability, “unknown” shall be considered “acceptable.” Any past performance that is found to be “negative”, shall result in the entire Past Performance rating as “Unacceptable” making the overall Technical Acceptability as “Unacceptable”. The rating will be acceptable or Unacceptable.","Nov 10, 2023 05:00 PM EST","Oct 26, 2023","Oct 26, 2023","Combined Synopsis/Solicitation","Laura Nessa","Active","N/A","N/A","N/A","Soybean and Other Oilseed Processing","FORAGE AND FEED","N/A","Total Small Business Set-Aside (FAR 19.5)"
"ColbertCounty","Tuscumbia AL - Lease Extension","Lease extension awarded (lease term = 10/12/2023-09/30/2028) - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","WARREN-POUNDERS XVII INC UEI: CQM5M16B3TJ5 26896 AL USA","ColbertCounty","Aug 9, 2023","N/A","N/A","N/A","N/A"
"12-3J14-24-B-0035-0001","Frozen Beef Products (type 1) for use in Domestic Food Assistance Programs.","USDA’s Agricultural Marketing Service (AMS)-Commodity Procurement Program (CPP) intends to issue a solicitation for procurement of the products listed in the attached solicitation for domestic food assistance programs. Deliveries are to various locations in the United States on an FOB origin basis (see solicitation). The solicitation may include various small business set-asides pursuant to the Small Business Act (15 U.S.C. 631, et seq.). This may include partial or total small business set-asides, service-disabled veteran-owned (SDVO) set-asides, quantities reserved for 8(a) and AbilityOne firms, and price evaluation preferences for qualified HUBZone small businesses. The solicitation is expected to be available on or after today and will be available electronically through USDA Web Based Supply Chain Management (WBSCM) located at  https://portal.wbscm.usda.gov/publicprocurement and through a link to the aforementioned website in the documents attached to the solicitation notice on Contract Opportunities website. A hard copy of the solicitation will not be available for the acquisition. All future information regarding this acquisition, including solicitation amendments and award notices, will be published through WBSCM and Contract Opportunities website (https://sam.gov). Interested parties shall be responsible for ensuring that they have the most up-to-date information about this acquisition.  The anticipated date of receipt for offers is listed above under “General Information.” The contract type will be firm-fixed-price. Pursuant to Agricultural Acquisition Regulation (AGAR), 470-103(b), commodities and the products of agricultural commodities acquired under this contract must be a product of the United States and shall be considered to be such a product if it is grown, processed, and otherwise prepared for sale or distribution exclusively in the United States. Packaging and container components under this acquisition will be the only portion subject to the World Trade Organization Government Procurement Agreement (WTO) (GPA), and Free Trade Agreements (FTA), as addressed by Federal Acquisition Regulation (FAR), clause 52.225-5. Complete details of the commodity and packaging requirements are available through the attached documents. AMS’s solicitation (when published) will specify the pack, sizes, quantities, and required delivery schedules. To be eligible to submit offers, potential contractors must meet the AMS vendor qualification requirements established in accordance with FAR Subpart 9.2. The AMS main contacts for vendor qualification requirements are Andrea Lang, who can be reached at (202) 720-4237 and Diana Dau David who can be reached at (202)-378-1075, or by email at newvendor@usda.gov . Details of these requirements and contact information are available online at: http://www.ams.usda.gov/selling-food.  Once qualification requirements have been met, access to WBSCM will be provided. Bids, modifications, withdrawals of bids, and price adjustments shall be submitted using this system. Submission of the above by any means other than WBSCM will be determined nonresponsive. The attached solicitation should be read in conjunction with contract terms and conditions contained in the Master Solicitation for Commodity Procurements – Domestic Programs (MSCP-D) available on the AMS website at https://www.ams.usda.gov/selling-food/solicitations. Commodity specifications documents are referenced in the solicitation and can be accessed online at https://www.ams.usda.gov/selling-food/product-specs.","Oct 30, 2023 01:00 PM CDT","Oct 26, 2023","Oct 26, 2023","Solicitation","LaShawne Brown | Valerie Dinkel","Active","N/A","N/A","N/A","Animal (except Poultry) Slaughtering","LIVE ANIMALS, RAISED FOR FOOD","N/A","N/A"
"12-3J14-24-B-0034","Mozzarella String Cheese for use in Domestic Food Assistance Programs.","USDA’s Agricultural Marketing Service (AMS)-Commodity Procurement Program (CPP) intends to issue a solicitation for procurement of the products listed in the attached solicitation for domestic food assistance programs. Deliveries are to various locations in the United States on an FOB origin basis (see solicitation). The solicitation may include various small business set-asides pursuant to the Small Business Act (15 U.S.C. 631, et seq.). This may include partial or total small business set-asides, service-disabled veteran-owned (SDVO) set-asides, quantities reserved for 8(a) and AbilityOne firms, and price evaluation preferences for qualified HUBZone small businesses. The solicitation is expected to be available on or after today and will be available electronically through USDA Web Based Supply Chain Management (WBSCM) located at  https://portal.wbscm.usda.gov/publicprocurement and through a link to the aforementioned website in the documents attached to the solicitation notice on Contract Opportunities website. A hard copy of the solicitation will not be available for the acquisition. All future information regarding this acquisition, including solicitation amendments and award notices, will be published through WBSCM and Contract Opportunities website (https://sam.gov). Interested parties shall be responsible for ensuring that they have the most up-to-date information about this acquisition.  The anticipated date of receipt for offers is listed above under “General Information.” The contract type will be firm-fixed-price. Pursuant to Agricultural Acquisition Regulation (AGAR), 470-103(b), commodities and the products of agricultural commodities acquired under this contract must be a product of the United States and shall be considered to be such a product if it is grown, processed, and otherwise prepared for sale or distribution exclusively in the United States. Packaging and container components under this acquisition will be the only portion subject to the World Trade Organization Government Procurement Agreement (WTO) (GPA), and Free Trade Agreements (FTA), as addressed by Federal Acquisition Regulation (FAR), clause 52.225-5. Complete details of the commodity and packaging requirements are available through the attached documents. AMS’s solicitation (when published) will specify the pack, sizes, quantities, and required delivery schedules. To be eligible to submit offers, potential contractors must meet the AMS vendor qualification requirements established in accordance with FAR Subpart 9.2. The AMS main contacts for vendor qualification requirements are Andrea Lang, who can be reached at (202) 720-4237 and Diana Dau David who can be reached at (202)-378-1075, or by email at newvendor@usda.gov . Details of these requirements and contact information are available online at: http://www.ams.usda.gov/selling-food.  Once qualification requirements have been met, access to WBSCM will be provided. Bids, modifications, withdrawals of bids, and price adjustments shall be submitted using this system. Submission of the above by any means other than WBSCM will be determined nonresponsive. The attached solicitation should be read in conjunction with contract terms and conditions contained in the Master Solicitation for Commodity Procurements – Domestic Programs (MSCP-D) available on the AMS website at https://www.ams.usda.gov/selling-food/solicitations. Commodity specifications documents are referenced in the solicitation and can be accessed online at https://www.ams.usda.gov/selling-food/product-specs.","Nov 07, 2023 01:00 PM CST","Oct 26, 2023","Oct 26, 2023","Solicitation","Jenny Babiuch | Greta Samuel","Active","N/A","N/A","N/A","Cheese Manufacturing ","DAIRY FOODS AND EGGS","N/A","N/A"
"McCullochCounty","Brady TX - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","GOLL DAVID UEI: HVREVPVQWLV3 8536 TX USA","McCullochCounty","Aug 9, 2023","N/A","N/A","N/A","N/A"
"ColquittCounty","Moultrie GA - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","COLQUITT COUNTY BOARD OF COMMISSIONERS UEI: YEELMRZ9FNB8 53060 GA USA","ColquittCounty","Aug 8, 2023","N/A","N/A","N/A","N/A"
"12805B24Q0009","Soybean Meal","This is a combined synopsis/solicitation for commercial item with commercial services prepared in accordance with the format in FAR subpart 12.06 and FAR Part 13, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued. The solicitation number is 12805B23Q0009 and is issued as a request for quotation (RFQ). This solicitation document incorporates those provisions and clauses in effect through Federal Acquisition Circular 2023-01. The associated NAICS Code is 311224 and the Small Business Size Standard is 1250 Employees. This is a Small Business Set Aside. The USDA, Agricultural Research Service, Plains Area, located at Clay Center, NE requires Supply and deliver 425 tons of Solvent Extracted High Protein Soybean Meal. The Government intends to award a firm fixed price purchase order. The requirements are further detail in the attached Requirements Document. The DELIVERY ADDRESS is: USMARC C/O Danny Trausch 844 Road 313 Clay Center, NE  68933 DOCUMENTS TO BE INCLUDED IN QUOTE:  In order to be considered for award, Offerors shall respond by: Addressing all of the requirements of the RFQ. Have an Active SAM.gov registration and complete the Representations in FAR 52.204-24; the Representation and Certification section should also be completed electronically in the System for Award Management (SAM) at www.sam.gov. Any amendment and documents related to this procurement will be available electronically at the Government Point of Entry (sam.gov). FAR clauses 52.212-1, 52.212-2, 52.212-3, 52.212-4 and 52.212-5 (and any addenda to those clauses) are included in the attached clauses and provisions document.  Additionally, other contract requirements and terms/conditions can be located in the same document. The Government anticipates award of a contract resulting from this solicitation to the responsible offeror whose quote conforms to the specifications that will be the most advantageous to the Government in accordance with FAR 13.106-2 considering three major areas: technical acceptance, past performance and price.  Quotes will be evaluated by performing a comparative evaluation in accordance with FAR 13.106-2(b)(3) to determine which quote represents the best as a whole.  The Government has the discretion to accept other than the lowest priced quote that provides additional benefits. All sources wishing to quote shall furnish a quotation: by 5:00 p.m. Eastern Time, on or before November 09, 2023. Offers shall submit required documents via email ONLY to laura.nessa@usda.gov INSTRUCTIONS FOR THE PREPARATION OF OFFERS (FAR 52.212-1 Addendum) This procurement is a Solicitations competed in accordance with FAR Part 13. Solicitation documentation and any issued amendments will be distributed via Public Display. No hard copy solicitation materials are available. Offerors shall provide all required information referenced in this section. Failure to provide all requested information may result in the proposal not being considered for further evaluation. OFFER SUBMISSION DOCUMENTS One (1) original fully completed page 1 of this solicitation and emailed to laura.nessa@usda.gov. Transmittal Summary Letter. A summary cover letter to the submission should provide at a minimum the following: Identification of the Point of Contact, current phone number, and email address, SAM UEI Number, CAGE Code, Tax Identification Number, A list of the submission package contents. Contractor Quote pricing document. Document shall provide detailed pricing breakout in accordance with the CLIN structure and items requested. Contractor shall proof documentation that they are an authorized dealer, manufacturer, or reseller of these parts. FAR 52.212-2 – Evaluation -- Commercial Products and Commercial Services. (Nov 2021) The Government will award a contract resulting from this solicitation to the responsible offeror whose offer conforming to the solicitation will be most advantageous to the Government, price and other factors considered. The following factors shall be used to evaluate offers: Lowest Priced Technically Acceptable. Options. The Government will evaluate offers for award purposes by adding the total price for all options to the total price for the basic requirement. The Government may determine that an offer is unacceptable if the option prices are significantly unbalanced. Evaluation of options shall not obligate the Government to exercise the option(s). A written notice of award or acceptance of an offer, mailed or otherwise furnished to the successful offeror within the time for acceptance specified in the offer, shall result in a binding contract without further action by either party. Before the offer’s specified expiration time, the Government may accept an offer (or part of an offer), whether there are negotiations after its receipt, unless a written notice of withdrawal is received before award. Evaluation Methodology In accordance with FAR Part 13 the Government will award a firm fixed price contract resulting from this solicitation to the responsible Offeror whose offer conforming to the solicitation will be most advantageous to the Government, price and other factors considered. The following factors shall be used to evaluate offers: Lowest Price Technically Acceptable (LPTA), evaluation method. Technical Acceptability is defined as: Meeting all requirements as defined in the solicitation, to include submission of all quote submission documents referenced in Instructions for the Preparation of Offers (FAR 52.212-1 Addendum). Failure to submit ANY of the required document listed in “Offer Submission Documents (52.212-1 Addendum)” will render your quote non- responsive and thus not eligible for award. Failure to acknowledge any and all amendments will render your quote non-responsive and thus not eligible for award. The rating will be acceptable or Unacceptable. Authorized Vendors and Manufacturers. This requirement will ensure that devices are not counterfeit or adulterated devices, have maintained adequate storage conditions, and any warranties and service and/or maintenance agreements are transferred and will be honored by the offeror. Offerors that are 3rd party or pass through will not be accepted. The rating will be acceptable or Unacceptable. Acceptable rating in “Past Performance”. Past performance will be evaluated in accordance with FAR 13.106-2. Past Performance will be rated on an “acceptable” or “unacceptable” basis. The apparent successful, prospective contractor must have “acceptable” past performance. System for Award Management (SAM.gov) exclusions list, Federal Awardee Performance and Integrity Information System, and Contractor Performance Assessment Reporting System (CPARS) and CRA / SAM reports shall be considered as part of the past performance evaluation process. Any past performance that is found to be “Negative”, shall result in the entire Past Performance rating as “Unacceptable”. “Negative” is defined as any CPARS and CRA / SAM past performance evaluation rated less than “Satisfactory”, any Terminations for Default/Cause, or any negative performance references will be rated as ‘Unacceptable’. Note: In the case of an offeror without a record of relevant past performance or for whom information on past performance is not available or so sparse that no meaningful past performance rating can be reasonably assigned, the offeror may not be evaluated favorably or unfavorably on past performance. Therefore, the offeror shall be determined to have unknown past performance. In the context of acceptability/unacceptability, “unknown” shall be considered “acceptable.” Any past performance that is found to be “negative”, shall result in the entire Past Performance rating as “Unacceptable” making the overall Technical Acceptability as “Unacceptable”. The rating will be acceptable or Unacceptable.","Nov 09, 2023 05:00 PM EST","Oct 26, 2023","Oct 26, 2023","Combined Synopsis/Solicitation","Laura Nessa","Active","N/A","N/A","N/A","Soybean and Other Oilseed Processing","FORAGE AND FEED","N/A","Total Small Business Set-Aside (FAR 19.5)"
"1240LT24R0002","GAOA Paddy Flat Guard Station Deferred Maintenance, Payette NF","Posting of Solicitation","Nov 16, 2023 04:30 PM MST","Oct 26, 2023","Oct 26, 2023","Solicitation","Tanya Spanfellner","Active","N/A","N/A","N/A","Other Heavy and Civil Engineering Construction","REPAIR OR ALTERATION OF RECREATION FACILITIES (NON-BUILDING)","N/A","Total Small Business Set-Aside (FAR 19.5)"
"BullochCounty","Statesboro GA - 3 Year Lease Extension","3-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","BULLOCH COUNTY BOARD OF COMMISSIONERS UEI: VL9NV8L7CMS2 73256 GA USA","BullochCounty","Aug 6, 2023","N/A","N/A","N/A","N/A"
"PottawattamieCounty","Council Bluffs IA - 3 Year Lease Extension","3-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","ALBRIGHT, PHYLLIS UEI: TMEZK1G4YDG3 3950 NE USA","PottawattamieCounty","Aug 6, 2023","N/A","N/A","N/A","N/A"
"GuthrieCounty","Guthrie Center IA - 5 Year Lease Extension","5-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","RIVER VALLEY INVESTMENT, L.L.C. UEI: JAKGWQVNMS33 33420 IA USA","GuthrieCounty","Aug 6, 2023","N/A","N/A","N/A","N/A"
"1243ZP03L0522","Umatilla FL - 3 Year Lease Extension","3-year lease extension awarded - non/competitive, to keep the lease out of holdover & allow the Government time to work on the long-term housing plan. ","N/A","Oct 26, 2023","Oct 26, 2023","Award Notice","N/A","Active","Robert E Thornburg UEI: PK26LJ7MMBN7 73025 FL USA","1243ZP03L0522","Aug 6, 2023","N/A","N/A","N/A","N/A"
